name,category,address_raw,address,phone,website,facebook,instagram,digital,paper
筑豊葬祭飯塚本社斎場,葬儀社,菰田西,〒820-0017 福岡県飯塚市菰田西3丁目17番8号,0948-22-4591,https://chikuhousousai.com/,,,True,True
篠崎商会,家具・衣料品・インテリアショップ,天道,〒820-0075 福岡県飯塚市天道363,0948-22-5712,,,,True,True
緒方たたみ店,畳・襖・障子張り替え,枝国,〒820-0081 福岡県飯塚市枝国448-10,0948-22-6788,,,,False,True
美・サロン きはら,エステサロン,枝国,〒820-0081 福岡県飯塚市枝国501-10,0948-29-0648,https://bi-salon-kihara.com,https://www.facebook.com/bi-salon-kihara,,True,True
肉のつちだ,食肉店,菰田東,〒820-0016 福岡県飯塚市菰田東1丁目5-12,0948-22-1421,,,,False,True
肉のなかむら,精肉店,鯰田,〒820-0001 福岡県飯塚市鯰田菰田西2-8-17,0948-22-1298,http://niku-nakamura.net,,,False,True
肉の神戸屋,精肉店,飯塚,〒820-0042 福岡県飯塚市飯塚12−20,0948-22-0187,http://nikunokobeya.com,,https://www.instagram.com/meat.riders,True,True
能古うどん製造所 ゆめタウン飯塚店,めん類製造業,菰田西,〒820-0017 福岡県飯塚市菰田西3-6-1 ゆめタウン飯塚 2F,0948-43-2630,https://www.noko-udon.com/apps/note/stores/,,,False,True
花のフクナガ穂波店(ハローデイ穂波店内),その他,秋松,〒820-0083 福岡県飯塚市秋松919,0948-24-7399,,,http://instagram.com/seiji_ishie,False,True
花のフクナガ西町本店,その他,西町,〒820-0043 福岡県飯塚市西町7-23,0948-22-6781,,,,False,True
花のフジモト,その他,飯塚,〒820-0083 福岡県飯塚市秋松342-3,0948-22-5243,,,,True,True
花和,その他,芳雄町,〒820-0018 福岡県飯塚市芳雄町18-28,0948-23-5139,,,,True,True
若鳥,鳥料理,飯塚,〒820-0041 福岡県飯塚市飯塚2-24,0948-22-2475,,,,False,True
茶寮このみ,料亭,潤野,〒820-0021 福岡県飯塚市潤野1327-1,0948-22-2120,https://www.saryou-konomi.jp/,,,True,True
茶楽館この葉,お茶屋・カフェ,潤野,〒820-0021 福岡県飯塚市潤野885-68,0948-22-5008,,,,True,True
華さん食堂飯塚店,飲食店（セルフサービス食堂）,川津,〒820-0067 福岡県飯塚市川津428-1,0948-23-8086,,,,False,True
萬亀,仕出し・寿司・懐石料理,潤野,〒820-0021 福岡県飯塚市潤野971-80,0948-29-1557,https://www.mankame-shidashi.com,,,False,True
藤﨑建築,建設会社・土木工事業,横田,〒820-0044 福岡県飯塚市横田366-2,0948-43-3800,,,,True,True
街家ｃａｆｅつむぎ,カフェ・コーヒー専門店,本町,〒820-0042 福岡県飯塚市本町16-8,0948-22-1660,,,@tumugi2015,True,True
認定補聴器専門店 リオネットセンター飯塚,補聴器販売,吉原町,〒820-0040 福岡県飯塚市吉原町3-14 第2和光ビル,0948-24-4822,,,,False,True
赤崎牛ダイニング リヤン,ステーキハウス,新飯塚,,,,,,True,True
車力,居酒屋,相田,〒820-0052 福岡県飯塚市相田112,0948-24-9159,https://syariki.owst.jp,,,True,True
車屋19,中古車販売,横田,,,,,,False,True
農楽園八木山,農産物直売所・飲食店・パン製造販売,八木山,〒820-0047 福岡県飯塚市八木山259,0948-25-3353,http://nourakuen.com,,,True,True
酒の昌屋,酒屋,川津,〒820-0067 福岡県飯塚市川津419-1,0948-24-1230,https://sake-shouya.jp,,,True,True
酒肴むげん,居酒屋・海鮮料理,中,〒820-0065 福岡県飯塚市中484-2,0948-52-6500,https://tabelog.com/fukuoka/A4007/A400702/40045188/,,,True,True
酒菜よし葉,居酒屋,柏の森,〒820-0011 福岡県飯塚市柏の森649-3,0948-24-8268,,,,True,True
酒香彩菜さわらび,居酒屋,飯塚,〒820-0041 福岡県飯塚市飯塚4-12せいきんビル 1階,0948-26-2511,,,,False,True
金沢石油(株) セルフ飯塚東店,ガソリンスタンド,有安,〒820-0111 福岡県飯塚市有安646,0948-82-2000,http://kanazawa-oil.com/ss.php,,,True,True
金芳醤油醸造元,醤油醸造元,口原,〒820-1114 福岡県飯塚市口原765-7,0948-92-0012,https://kaneyoshi.co,,,True,True
鉄板焼 梛座,鉄板焼き,柏の森,〒820-0011 福岡県飯塚市柏の森92-32,0948-22-5787,https://www.teppanyaki-nagiza.com,,https://www.instagram.com/teppanyaki.nagiza/,True,True
陶房 八木山 青空間,陶芸教室,八木山,〒820-0047 福岡県飯塚市八木山1250-1,0948-22-1339,http://i.gmobb.jp/seikuukan/,,,True,True
陸蒸氣,その他,柏の森,〒820-0011 福岡県飯塚市柏の森503-2,0948-29-2233,,,,False,True
雑貨牧場GAYU,雑貨屋,菰田東,〒820-0016 福岡県飯塚市菰田東2-22-13,080-4271-6660,https://gayu.theshop.jp,https://www.facebook.com/gayushop/,https://www.instagram.com/gayushop/,True,True
靴の赤靴堂,その他,菰田西,〒820-0017 福岡県飯塚市菰田西1丁目9-21,0948-22-2907,https://akagutsudou.net,,,True,True
韓国風居酒屋 オンマ,その他,楽市,〒820-0074 福岡県飯塚市楽市308-1 第一田中ビル,0948-21-0862,https://tabelog.com/fukuoka/A4007/A400702/40049175/,,,False,True
音楽BAR BREAK TIME,その他,吉原町,〒820-0040 福岡県飯塚市吉原町8-40 BREAK21,0948-43-8502,,,,True,True
頴田地区,商工会支援センター,,,,,,,True,True
飛鳥会館,葬儀社,片島,〒820-0068 福岡県飯塚市片島1-7-29,0948-22-9991,http://fukusokyo.org/store/store-daiichi.html,,,True,True
食事処 桜道場,食堂,潤野,〒820-0021 福岡県飯塚市潤野8-75,0948-28-5710,,https://www.facebook.com/sakuradojo.iizuka/,https://www.instagram.com/sakura.dojo/,True,True
食房KOSAI,創作料理・洋食,南尾,〒820-0072 福岡県飯塚市南尾287,0948-43-4688,https://tabelog.com/fukuoka/A4007/A400702/40058283/,,,True,True
食料品の進藤,乾物店,飯塚,〒820-0041 福岡県飯塚市飯塚12-20,0948-23-4192,,,,False,True
飯塚ツバメプロパン㈱,プロパンガス販売,立岩,〒820-0003 福岡県飯塚市立岩1126,0948-22-4777,,,,False,True
飯塚地区,情報不足により特定不可,,,,,,,True,True
飯塚瓦工業,瓦屋根工事,鶴三緒,〒820-0014 福岡県飯塚市鶴三緒1335-5,0948-22-0155,https://www.iizukakawara-kougyo.com,,,True,True
餃子とサワー 月光,居酒屋,飯塚,〒820-0041 福岡県飯塚市飯塚3-3,070-8571-3939,,,,True,True
驫(さんま),居酒屋,忠隈,〒820-0071 福岡県飯塚市忠隈438-3,0948-24-8023,,,,True,True
高取金物店,金物店,飯塚,〒820-0041 福岡県飯塚市飯塚11-23,0948-22-0069,,,,True,True
魚佐,日本料理店,飯塚,〒820-0041 福岡県飯塚市飯塚10-26,0948-22-0367,https://iizuka-uosa.com,,https://www.instagram.com/iizuka_uosa,True,True
魚茂鮮魚店,鮮魚店,飯塚,〒820-0041 福岡県飯塚市飯塚18-2,0948-22-0031,,,,True,True
鮨 魚城,寿司屋,楽市,〒820-0074 福岡県飯塚市楽市310-1,0948-28-7606,https://tabelog.com/fukuoka/A4007/A400702/40010688/,,,False,True
鮨 魚鮮,寿司屋,枝国,〒820-0081 福岡県飯塚市枝国526,0948-23-4879,https://tabelog.com/fukuoka/A4007/A400702/40047182/,,,True,True
鮨安,寿司屋,飯塚,〒820-0041 福岡県飯塚市飯塚4-5,0948-25-0821,https://tabelog.com/fukuoka/A4007/A400702/40011052/,,,False,True
鰻一太郎,うなぎ専門店,鯰田,〒820-0001 福岡県飯塚市鯰田1646-7,0948-28-9500,,,,True,True
鳥一,その他,吉原町,〒820-0040 福岡県飯塚市吉原町8-23,0948-23-3360,https://tabelog.com/fukuoka/A4007/A400702/40015450/,,,True,True
麺屋．千寿 本店,その他,枝国,〒820-0081 福岡県飯塚市枝国495-16,0948-29-5758,,,https://www.instagram.com/menya.senju,False,True
麻生塾スポーツガーデン,その他,柏の森,〒820-0011 福岡県飯塚市柏の森11-4,0948-22-0543,https://www.aso-group.co.jp/asg/,,,True,False
麻生塾ボウル,ボウリング場,柏の森,〒820-0011 福岡県飯塚市柏の森6-1,0948-21-0660,http://www.aso-group.co.jp/kaihatu/bowl/,,,True,True
龍王ガス,プロパンガス販売・ガス器具販売・配管工事業,横田,〒820-0044 福岡県飯塚市横田826-3,0948-22-2119,http://ryuogas.jp,,,True,True
龍王塾,学習塾,吉原町,〒820-0040 福岡県飯塚市吉原町2-18,0948-25-8869,https://www.ryuojuku.com,,,True,True
（一社）飯塚観光協会,観光協会,吉原町,〒820-0040 福岡県飯塚市吉原町6-1あいタウン2F,0948-22-3511,http://www.kankou-iizuka.jp,,,True,True
（有）建築工房やました屋,工務店,横田,〒820-0044 福岡県飯塚市横田589-1,0948-25-7833,https://yamashitaya.co.jp,,,True,True
３びきのこぶた,洋食店,南尾,〒820-0072 福岡県飯塚市南尾400-6,0948-24-8008,,,,True,True
Ａゴルフセンター,ゴルフ練習場,平恒,〒820-0073 福岡県飯塚市平恒1-57,0948-25-0088,https://a-golf.jp,,,True,True
Ａープライス飯塚店,業務用スーパー,堀池,〒820-0070 福岡県飯塚市堀池243-1,0948-21-5031,,,,True,True
ＢＡＲＢＥ,飲食店（バー）,新飯塚,〒820-0005 福岡県飯塚市新飯塚6-6花宅ビル1F,0948-43-3447,https://lit.link/barbe,,,True,True
ＢＡＲＢＥＲひかり,理容室,立岩,〒820-0003 福岡県飯塚市立岩1310-4,0948-23-2249,,,,False,True
Ｃ．Ｃ．ＳＥＴＯ,アウトドア用品店,中,〒820-0065 福岡県飯塚市中1084,0948-24-5219,,,,False,True
ＣＯＲＯＮ,その他,口原,〒820-1114 福岡県飯塚市口原386-1,080-5203-6292,,,,False,True
Ｈｉｙｏｒｉ,その他,片島,〒820-0068 福岡県飯塚市片島1丁目7-62 勝盛公園,0120-22-5138,https://www.kotobuki-kaikan.net,,,True,True
ＪＡふくおか嘉穂庄内給油所,その他,綱分,〒820-0101 福岡県飯塚市綱分757-1,0948-82-0072,,,,False,True
ＪＡふくおか嘉穂本所グリーンセンター,その他,小正,〒820-0089 福岡県飯塚市小正319-1,0948-24-7060,https://www.ja-f-kaho.or.jp,,,False,True
ＭＥＧＡドン・キホーテ飯塚店,ディスカウントストア,椿,〒820-0084 福岡県飯塚市椿110-1,0570-051-911,https://www.donki.com/store/shop_detail.php?shop_id=309,,,True,True
ＰＯＬＡアメリーズ店,化粧品販売,横田,〒820-0044 福岡県飯塚市横田585-1,0948-22-6626,http://www.pola.co.jp/,,,True,True
Ｐｓ 美容室,美容室,吉原町,〒820-0040 福岡県飯塚市吉原町5-3,0948-29-2636,,,,True,True
ＲＲＲエンターテイメント,ドリンクテイクアウト店,本町,〒820-0042 福岡県飯塚市本町14-2,0948-52-3942,,,,True,True
ＲａｙーｇーＣａｓｔ（レイジーキャスト）,かばん店,下三緒,〒820-0012 福岡県飯塚市下三緒324-1,0948-21-1313,https://chikuski.jp/lifestyle/ray-g-cast/,,,True,True
Ｒｕｄｉｅｓ ｃａｆｅ（ルーディーズ カフェ）,カフェ,吉原町,〒820-0040 福岡県飯塚市吉原町7-5 1F,0948-24-2466,,,,True,True
Ｓｗｅｅｔ’ｓ ｏｆ ｈａｉｒ,美容室,有安,〒820-0111 福岡県飯塚市有安1039-1,0948-31-1170,http://sweets-of-hair.com/,,,True,True
ＴＥＴＥ,食堂,新飯塚,〒820-0005 福岡県飯塚市新飯塚15-10,0948-23-7531,https://tete-dining.com,,https://www.instagram.com/tete.iizuka,True,True
Ｙｕｍｍｙ Ｃａｋｅｓ,ケーキ屋,平塚,福岡県飯塚市平塚396-1,,,,,True,True
ｙｏｕｒ メルシー,不明,柏の森,〒820-0011 福岡県飯塚市柏の森92-192柏の森ヒルズ,0948-21-5766,,,,False,True
