店舗名称,エリア,券種,place_name,formatted_address,lat,lng,category,display_category,phone,official_url,google_maps_url,google_summary,raw_description,description,instagram_url,tiktok_url,x_url,facebook_url,youtube_url,line_url,tabelog_url,hotpepper_url,jalan_url
スナック・パンダ,飯塚,paper,パンダ,〒820-0041 福岡県飯塚市飯塚２−２７,33.6368395,130.6878752,飲食店,グルメ・飲食,0948-22-7015,,https://www.google.com/maps/place/?q=place_id:ChIJI7NAoDl-QTURBm-6rfX8I10,飲んで歌えて楽しいお店です。 / ここはタイムスリップする昔のスナックです。 カウンターしかありませんが、常連さんで何時もお客さんが多いです。ママさんが優しいです。,1972年開店。日本初のパンダ来日ブームにちなむ店名。飯塚駅近くのスナックで、長年通いたくなるアットホームな雰囲気。何十年も愛される老舗。,1972年開店。日本初のパンダ来日ブームにちなむ店名。,,,,,,,,,
めん処大助 花瀬店,花瀬,paper,大助うどん 花瀬店,〒820-0045 福岡県飯塚市花瀬３−１,33.6408758,130.6656764,飲食店,グルメ・飲食,0948-24-8872,https://japoncompany.business/iizuka/545158-daisuke,https://www.google.com/maps/place/?q=place_id:ChIJ-1ikjbd_QTUR21Z8fjYOuj8,初訪麺。唐揚げうどん定食 B(980円)を注文。唐揚げはさっくり熱々で旨かった。妻はかつ丼。 / 花瀬店は初来店。やはり都度都度無理メニューと価格がカスタマイズされてる気が。ミニうどんじゃ足りないかなと思ったら、ちょうど親子丼と普通盛のうどんとのセットがあったので、即オーダー（ジャスト1000円）,福岡県飯塚市花瀬のうどん・そば店。柔らかいうどんが特徴で、釜揚げうどんとミニ天丼セット550円と安価。とんかつもあり、11:00〜22:30営業、無休。カウンター・個室有、子連れOK、禁煙。Tel:0948-24-8872。,福岡県飯塚市花瀬のうどん・そば店。柔らかいうどんが特徴で、釜揚げうどんとミニ天丼セット550円と安価。,,,,,,,https://tabelog.com/fukuoka/A4007/A400702/40009901/,,
石井商会,菰田西,paper,合資会社 石井商会,〒820-0017 福岡県飯塚市菰田西１丁目４−２８,33.6269369,130.6876881,靴店,ショッピング,0948-22-1387,https://ishiisyokai.jp/,https://www.google.com/maps/place/?q=place_id:ChIJx2zHrUV-QTURoQC02kA8zbo,,福岡県飯塚市菰田西1丁目4-28にある靴店。電話番号は0948-22-1387。靴・シューズ専門検索サイトに掲載。,福岡県飯塚市菰田西1丁目4-28にある靴店。電話番号は0948-22-1387。,,,,,,,,,
アロマ クローバー,中,paper,アロマクローバー,〒820-0065 福岡県飯塚市中１８２−３,33.6667105,130.6888895,健康・医療,美容・健康,090-9572-2733,,https://www.google.com/maps/place/?q=place_id:ChIJhcK4BxDVQzUR5dpswb62gk4,,指定住所の「アロマ クローバー」は検索結果に見つからず。飯塚市に「アロマ＆リンパマッサージ CLOVER【クローバー】」が存在するが住所不明。株式会社クローバー飯塚営業所は福祉用具貸与・販売で住所が川津710。,指定住所の「アロマ クローバー」は検索結果に見つからず。飯塚市に「アロマ＆リンパマッサージ CLOVER【クローバー】」が存在するが住所不明。,,,,,,,,,
けいこ美容室,新飯塚,paper,けいこ美容室,〒820-0005 福岡県飯塚市新飯塚８−８,33.6425823,130.693138,美容室,美容・健康,0948-28-0599,,https://www.google.com/maps/place/?q=place_id:ChIJwxgh_iJ-QTURA12-5chOWUA,,飯塚市新飯塚にある美容室。新飯塚駅から徒歩3分の好立地。居心地の良い雰囲気でリラックスできると評判。美容師は優しく、顧客との雑談も楽しいとの口コミがある。月曜日も営業している。,飯塚市新飯塚にある美容室。新飯塚駅から徒歩3分の好立地。,,,,,,,,,
煮込み食堂 煮こ屋,東徳前,paper,にこみ食堂 煮こ屋,〒820-0032 福岡県飯塚市東徳前２０−３０ 金澤ビル,33.6359796,130.6791122,飲食店,グルメ・飲食,0948-22-8617,https://www.facebook.com/258nikoya/?locale=ja_JP,https://www.google.com/maps/place/?q=place_id:ChIJ3cGcE0p-QTUR32ioLKXPxy8,2026.01.24(土) ＢＭしていた「煮こ屋」さん、初訪問です！ カウンターメインのこじんまりしたお店、BGMは陽気なハワイアン(^o^)♪ お店が入っているビルの右側に駐車場があります。 駐車 / もつ煮定食￥990 電話で、当日予約。 電話の対応が少し素っ気ない気がする。 到着したが、駐車場でどこに停めたら良いのか分からない⋯どこか停めて歩きで来る方が安心かもしれない。 店内はなんか、居酒,福岡県飯塚市の食堂。住所は東徳前20-30金澤ビル1F。営業：月火木金11:50-14:30/18:00-20:00、土11:50-14:30、水日定休。カウンター5-6席、テーブル3卓、全席禁煙、駐車場有、オシャレ空間。飯塚駅徒歩約13分。,福岡県飯塚市の食堂。住所は東徳前20-30金澤ビル1F。,,,,,,,https://tabelog.com/fukuoka/A4007/A400702/40055351/,,
松本刃物店,東徳前,paper,松本刃物 徳前店,〒820-0032 福岡県飯塚市東徳前７−２６,33.6366468,130.6822428,刃物・調理器具,ショッピング,0948-22-6218,,https://www.google.com/maps/place/?q=place_id:ChIJq17ROTZ-QTURUDeG-6PypDE,包丁の柄が割れたので交換を依頼。ついでに研ぎもお願いしました。 はっきり言って仕事が雑。交換した柄は最初から傷どころか欠けてるし、研いでもらった刃は研磨傷が入ってるだけで、もって行く前よりも切れない。,福岡県飯塚市の刃物店。戦国時代より400年以上の歴史を誇る土佐打刃物を製造元より直接販売。自ら鍛造した物のみを扱い、品質に100%の自信を持つ。営業時間は08:30～21:30。駐車場なし。飯塚駅から徒歩15分。,福岡県飯塚市の刃物店。戦国時代より400年以上の歴史を誇る土佐打刃物を製造元より直接販売。,,,,,,,,,
たい焼山口屋,飯塚,paper,たい焼き 山口屋,〒820-0041 福岡県飯塚市飯塚１８−１８,33.6368674,130.6847075,飲食店,グルメ・飲食,,,https://www.google.com/maps/place/?q=place_id:ChIJ0cmemcR_QTUR0RgoNb8mT6M,アーケード映画祭にきました！小２のあおちゃんと、30分早く着いたから となりのたい焼き屋さんで白あん２つ焼いてもらってます😊😊 あずき、栗餡、白あん、芋餡、カスタード、チョコレートの６種類。すべてひと / 美味いね！ 芋餡、栗餡、カスタードを購入しました。 ここは生地も美味いし、芋餡はなかなかオリジナル感があって、ちゃんと芋！だった。 表面はカリッとしてるのもよい。 かなり高齢のおじいちゃんが焼いていま,たい焼き専門店。さつまいもあん(200円)、くりあん(200円)が人気で、紅芋と栗の優しい甘みが特徴。店主のおじいちゃんがナイスキャラ。住所は飯塚18-5、電話0948-24-9084、飯塚駅から徒歩約10分。,たい焼き専門店。さつまいもあん(200円)、くりあん(200円)が人気で、紅芋と栗の優しい甘みが特徴。,,,,,,,https://tabelog.com/fukuoka/A4007/A400702/40059166/,,
中嶋プロパン瓦斯,川島,paper,中嶋プロパン瓦斯(株),〒820-0002 福岡県飯塚市川島７００−１,33.6544142,130.6884179,ガス・エネルギー,住まい・暮らし,0948-22-1118,https://www.nakashima-lpg.com/,https://www.google.com/maps/place/?q=place_id:ChIJgzChBonVQzURmozXmH7reGI,可愛いワンちゃんがお出迎えしてくれます。風呂のリフォームを相談しました。親切丁寧に説明頂きました。,"福岡県飯塚市のプロパンガス会社。ガス屋の窓口グループに属し、ガス会社変更サービスを提供。グループ全体で100,000世帯以上の変更実績があり、完全無料・料金保証付きのサービスが特徴。",福岡県飯塚市のプロパンガス会社。ガス屋の窓口グループに属し、ガス会社変更サービスを提供。,https://www.instagram.com/gasuyanomadoguchi,,https://x.com/gasuyanomadoguchi,https://www.facebook.com/gasuyanomadoguchi,https://www.youtube.com/gasuyanomadoguchi,,,,
Ｃ．Ｃ．ＳＥＴＯ,中,paper,C.C.SETO,〒820-0065 福岡県飯塚市中１０８４,33.6704864,130.6791806,スポーツ用品,ショッピング,0948-24-5219,,https://www.google.com/maps/place/?q=place_id:ChIJrxVpvp7VQzURD8BjllPNXkM,眠気が凄い時に【カフェ】と言う文字が見えたのでコーヒーを頂にお店に入ってみると店内にはALTECやTANNOYなどのスピーカーが🎵 オーディオマニアとして落ち着けるお店でした😊🙏 オーディオの置い / アウトドア用品のお店ですが、カフェとして利用しています（笑） 山登りはあまりしない方なのですが、コーヒーの文字につられて入ったところ、暖炉がある素敵な木の空間にウットリ！ そこから時々和みに行っていま,飯塚市中のアウトドア用品専門店。登山歴50年超のオーナーが厳選した道具を販売。福岡・北九州から客来店。営業:月木金土11-19時、日12-19時、火水14-19時。現金・カード可。カフェ併設。,飯塚市中のアウトドア用品専門店。登山歴50年超のオーナーが厳選した道具を販売。,,,,,,,,,
レディバード,東徳前,paper,軽食・喫茶 レディバード,〒820-0032 福岡県飯塚市東徳前９−２２,33.6349153,130.6816856,カフェ,グルメ・飲食,0948-25-1778,,https://www.google.com/maps/place/?q=place_id:ChIJrcvrwUl-QTUR2tAHnBK1kiY,昭和レトロな喫茶店ですが、爆盛料理が有名です。 豚カツ定食750円をいただきましたが、完食できませんでした。 具沢山の味噌汁が美味かったです。 メインの豚カツは、硬くて美味しくなかった。 ソースも市販 / 軽食、喫茶 レディバード 軽食、喫茶とは書いていますが 全然軽めではありません笑 むしろデカ盛りが正解です。 レトロな雰囲気ですが、お昼時はガッツリ食べたいお客さんでいっぱい。 そんな戦士に混じっ,福岡県飯塚市のデカ盛り有名洋食喫茶店。住所は東徳前9-22。シーチキン入りやきめしにトッピングチキンカツなどのメガ盛りメニューが特徴。ジャンルは洋食喫茶。,福岡県飯塚市のデカ盛り有名洋食喫茶店。住所は東徳前9-22。,,,,,https://www.youtube.com/watch?v=xscTz5-HKVM,,,,
いいづか補聴器,本町,paper,いいづか補聴器,〒820-0042 福岡県飯塚市本町１７−４３,33.6401116,130.6833862,健康・医療,美容・健康,0948-24-3346,http://iiweb.sakura.ne.jp/ihochouki/,https://www.google.com/maps/place/?q=place_id:ChIJIdi50zB-QTUR031pshcaZJM,親切丁寧で。判らない事を分かりやすく説明してくれる。,福岡県飯塚市本町17-43にある補聴器専門店。電話0948-24-3346。新飯塚駅から約1.1km。いいづか補聴器（株）聴こえの相談室として認定補聴器技能者角谷成那氏在籍。同住所に訪問看護ステーションナースコールあり。,福岡県飯塚市本町17-43にある補聴器専門店。電話0948-24-3346。,,,,,,,,,
若鳥,飯塚,paper,若鳥,〒820-0041 福岡県飯塚市飯塚２−２４,33.6365385,130.6878898,飲食店,グルメ・飲食,0948-22-2475,,https://www.google.com/maps/place/?q=place_id:ChIJE7NDpzl-QTURiFQiYVjXmYw,かなり人気の鳥屋。週末は予約をお勧めします。 昔はこわいおばちゃんがいましたが、今はおじさんに代替わりしたようです。 唐揚げは少し脂身の少ないパサつきがありますが味は美味しいです。 一通り食べましたが / 鳥尽くしの定食で大満足です 骨有りは食べ慣れなかったですが唐揚げは衣カリッと中はジューシーで美味しいです！ 鳥の肝煮も弾力がありつつ柔らかく良い味付いてます。 味に満足ボリュームにも満足です また来た,飯塚の人気鶏料理店。ポン酢唐揚げが名物。定食850-900円とリーズナブル、ランチ予約必須。10名以上送迎可。きも煮(レバー)は苦手な人も。,飯塚の人気鶏料理店。ポン酢唐揚げが名物。,,,,,https://www.youtube.com/watch?v=2RyatPZttdo,,https://s.tabelog.com/fukuoka/A4007/A400702/40015192/,,
アキモト酸素,川津,paper,(有)アキモト酸素,〒820-0062 福岡県飯塚市目尾５１５−８４,33.6804986,130.6949147,ガス・エネルギー,住まい・暮らし,0948-25-8111,http://sanso.akimoto-g.com/,https://www.google.com/maps/place/?q=place_id:ChIJiYdFO7bVQzURvRT-xH1kUv0,,アキモト酸素は有限会社で、LPG・酸素・一般高圧ガス・ガス機器を扱う。秋元液化ガス株式会社の関連会社。アクア事業部「森の天水」で水関連事業も。住所は福岡県飯塚市目尾515-84、グリーンヒル工業団地内。,アキモト酸素は有限会社で、LPG・酸素・一般高圧ガス・ガス機器を扱う。秋元液化ガス株式会社の関連会社。,,,,,,,,,
くいもん家あじと,柏の森,paper,くいもん家 あじと,〒820-0011 福岡県飯塚市柏の森６４９−３,33.639929,130.694893,飲食店,グルメ・飲食,0948-25-5580,http://chikuski.jp/shops/gourmet/iizuka/izakaya/kuimon_ajito,https://www.google.com/maps/place/?q=place_id:ChIJHw1FTT1-QTURChQtGeSRGwc,どれもめちゃくちゃ美味しいです！鶏の鮮度がいいので串がどれも美味い！1品料理は種類が少なめですがどれも本当に美味しく、素材にこだわっているのが分かります。 / くいもん家あじとの博多水炊きは、最高に美味しかったです。＼(^o^)／,,どれもめちゃくちゃ美味しいです！鶏の鮮度がいいので串がどれも美味い！,,,,,,,,,
スイフンガ,新飯塚,paper,中華飯店 浽芬河(すいふんが),〒820-0005 福岡県飯塚市新飯塚１９−３０,33.6443968,130.6910567,飲食店,グルメ・飲食,0948-22-1207,,https://www.google.com/maps/place/?q=place_id:ChIJM61thSN-QTURb5LQLMVoDGw,10年ぶりくらいだろうか、界隈に戻ってきたので再訪しました。 太楼麺と半炒飯をオーダー。 太楼麺は相変わらず美味かったです、記憶の中の味です。鶏ガラベース(と思うよ）のスープと溶き卵の優しいあんかけラ / 太桜麺６５０円を頂きました。 卵を綴じた餡（スープ といった方がいいかな）が美味しいですね。 具材の玉ねぎや 鶏肉がこれまた いい仕事をしています。 麺も極細 ですが、とてもいい感じに美味しいで,,10年ぶりくらいだろうか、界隈に戻ってきたので再訪しました。太楼麺と半炒飯をオーダー。,,,,,,,,,
エム・ドリーム,本町,paper,エム·ドリーム,〒820-0042 福岡県飯塚市本町１４−５,33.6382297,130.6848365,衣料品店,ショッピング,0948-24-6882,,https://www.google.com/maps/place/?q=place_id:ChIJz2W6Qjd-QTURxJPgjHbxLc8,,商店街内の婦人服専門店。年配の方向けの洋服が中心で、リーズナブルな半額コーナーのブラウスから高級ワンピースまで取り扱い。オーナーはユニークで明るい人物。新飯塚駅から徒歩14分。駐車場なし。,商店街内の婦人服専門店。年配の方向けの洋服が中心で、リーズナブルな半額コーナーのブラウスから高級ワンピースまで取り扱い。,,,,,,,,,
セブンスポーツ,新飯塚,paper,セブンスポーツ,〒820-0005 福岡県飯塚市新飯塚２３−１７,33.6427913,130.6893133,スポーツ用品,ショッピング,0948-28-9535,,https://www.google.com/maps/place/?q=place_id:ChIJn3AYuCR-QTURdeZMd87repo,ガットの張り替えは要予約 工賃も小中学生１５０円で良心的 ありがたい 大人も格安 しかも打ちやすい！ 機械を使って張るのに打ちやすさが違うのは何故だろう？ 在庫は少ないので ガットの種類 色は / ガット張り580円で助かりました 閉店30分前に予約なしで行ったのに翌日には仕上げてくれるそうなので、これからよく使わせてもらおうと思います,福岡県飯塚市のスポーツ施設・スポーツショップ。住所: 飯塚市新飯塚23-17、電話: 0948-28-9535。バドミントン関連の店舗としてリストアップ。,福岡県飯塚市のスポーツ施設・スポーツショップ。住所: 飯塚市新飯塚23-17、電話: 0948-28-9535。,,,,,,,,,
おふくろ,本町,paper,おふくろ,〒820-0042 福岡県飯塚市本町６−６,33.6394103,130.686472,飲食店,グルメ・飲食,0948-22-5833,,https://www.google.com/maps/place/?q=place_id:ChIJL1nnFjp-QTURIZ3L_3NY8zU,本日、地元の方から連れて行ってもらい初訪問しました。 カウンターにずらりと並ぶお惣菜は、どれも原料にこだわり手間ひまかけられたものばかり。 そこから、いわし南蛮漬け、茄子揚げびたし、ハチク煮付けをチ / 50年 以上も 前からお世話になりました おふくろ 最高です 覚えていますか 元自衛隊にいた こんちゃんだ よお店 新しくなったんですね 今は埼玉にいます 行きたいけど 遠いですね,飯塚市本町の食堂。営業時間は月・火・水・金11:30-21:00、木・土・日・祝日は定休日。飯塚バスセンターから徒歩3分。予算は999円以下。カード・電子マネー・QRコード決済不可。駐車場なし。,飯塚市本町の食堂。営業時間は月・火・水・金11:30-21:00、木・土・日・祝日は定休日。,,,,,,,https://tabelog.com/fukuoka/A4007/A400702/40014147/,https://www.hotpepper.jp/strJ000569388/,
カーネル食堂,本町,paper,諸国めしや カーネル食堂,〒820-0042 福岡県飯塚市本町７−２８ ザ・ズームビル 2F,33.6404261,130.684789,飲食店,グルメ・飲食,,https://instagram.com/karnelshokudou?utm_medium=copy_link,https://www.google.com/maps/place/?q=place_id:ChIJGaQWzyZ_QTURWf4jFy2jCXs,2025年10月 豚肉と生姜のタイ北部カレー、美味しかったです。週替わり諸国飯ワンプレートもいただきました。自然な味付けで、スパイスも色々効いていて良かったです。いくつか味がぼやけているのが、気になり / 30分並んで食べましたが並んででも食べる価値があります。 豚肉と生姜のタイ北部カレーをいただきましたが、大きな角煮が沢山入っているので1250円はめちゃくちゃお得です。 辛すぎないスパイスカレーですが,諸国めしや カーネル食堂。店主が旅した国の料理を提供、特に北タイのゲーンハンレー（豚肉と生姜のカレー）が看板。週替わりメニュー、野菜たっぷりスープ、テイクアウト、出張料理、ギャラリースペース併設。自家焙煎珈琲あり。営業11:00〜15:00、不定休。,諸国めしや カーネル食堂。店主が旅した国の料理を提供、特に北タイのゲーンハンレー（豚肉と生姜のカレー）が看板。,https://www.instagram.com/karnel_shokudo,,,https://www.facebook.com/カーネル食堂-112589980447974/,,,https://tabelog.com/fukuoka/A4007/A400702/40057263/,,
グルメ寿司貫べえ飯塚店,堀池,paper,グルメ寿司 貫べえ 飯塚店,〒820-0070 福岡県飯塚市堀池２６０−１,33.6239984,130.6826692,飲食店,グルメ・飲食,0948-52-7272,https://sites.google.com/view/kanbe-iizuka/%E3%83%9B%E3%83%BC%E3%83%A0,https://www.google.com/maps/place/?q=place_id:ChIJA-6SDLR_QTURxr3w4VSXVBQ,"以前から気になっていた海鮮20貫盛ランチ1,100円（税込）を食べました。セット内容はおまかせ握り20貫（いわゆる回転寿司の握りより小さめなので空腹であれば完食に支障なし）と味噌汁がついています。この / 「グルメ寿司 貫べえ」は、鮮度抜群の海の幸を手ごろな価格で堪能できる人気の寿司店。なかでも数量限定の「海鮮20貫盛りランチ」（税込1,100円）は、マグロやサーモン、エビ、白身魚など、その日の厳選ネタ",,"以前から気になっていた海鮮20貫盛ランチ1,100円（税込）を食べました。セット内容はおまかせ握り20貫（いわゆる回転寿司の握りより小さめなので空腹であれば完食に支障なし）と味噌汁がついています。",,,,,,,,,
江藤電器,長尾,paper,Panasonic shop 江藤電器,〒820-0701 福岡県飯塚市長尾１２２７−６,33.569117,130.646118,生活雑貨,ショッピング,0948-72-3309,,https://www.google.com/maps/place/?q=place_id:ChIJYyXLlJB4QTURFay4HTd9TOc,,福岡県飯塚市の電器店。営業時間は08:30～21:30。上穂波駅から徒歩3分の立地。スタッフの対応が親切で、顧客のニーズに合わせた家電製品の提案が特徴。,福岡県飯塚市の電器店。営業時間は08:30～21:30。,,,,,,,,,
寿屋化粧品店,本町,paper,寿屋化粧品店,〒820-0042 福岡県飯塚市本町１５−９,33.6387661,130.6847572,化粧品,ショッピング,0948-22-2675,,https://www.google.com/maps/place/?q=place_id:ChIJCYawWjd-QTURITlwWrWT9kk,とても優しいお姉さん達が丁寧におすすめしてくださいます。居心地の良いお店です。,飯塚本町商店街にある化粧品店。住所:福岡県飯塚市本町15-9。TEL:0948-22-2675。営業時間9:00～17:45、水曜定休。資生堂のおしゃれサロン。新飯塚駅徒歩約14分。SNSリンクなし。,飯塚本町商店街にある化粧品店。住所:福岡県飯塚市本町15-9。,,,,,,,,,
福祉用具おおつか 飯塚営業所,忠隈,paper,福祉用具おおつか 飯塚営業所,〒820-0071 福岡県飯塚市忠隈５０３−２,33.619091,130.681636,健康・医療,美容・健康,0948-43-2888,https://otsuka-we.jp/,https://www.google.com/maps/place/?q=place_id:ChIJx6d_XVZ-QTURepUInWmqoCA,,,,,,,,,,,,
サイクルセンターはやしだ,長尾,paper,サイクルセンター・はやしだ,〒820-0701 福岡県飯塚市長尾１２３４,33.5705601,130.6481501,自転車,ショッピング,0948-72-0023,,https://www.google.com/maps/place/?q=place_id:ChIJU7uAw5Z4QTURNIuROXTFABU,,福岡県飯塚市にある自転車店。住所は〒820-0701福岡県飯塚市長尾1234。電話番号は0948-72-0023。自転車の販売を行っており、在庫情報は電話での確認が推奨されている。,福岡県飯塚市にある自転車店。住所は〒820-0701福岡県飯塚市長尾1234。,,,,,,,,,
ラーメンふじ庵,佐與,paper,ラーメン ふじ庵,〒820-1113 福岡県飯塚市佐與１３９５−１,33.6778223,130.719272,飲食店,グルメ・飲食,0948-92-3553,,https://www.google.com/maps/place/?q=place_id:ChIJwbdEkYDWQzURQWXrPgL-_Us,安くてうまい！ 僕はラーメンのスープは飲めないのですが、ここのはスープがおいしいのでつい飲んでしまいます。 ものすごく洗練された味。 営業時間が短いのでなかなかタイミングが合わないと食べれませんが、す / ラーメン¥620をいただきました。 量は少なめかな？… 優しい豚骨ラーメンです。辛子高菜は激辛なので少量づつ追加して下さい。ラーメン単品では大人の男性では足りないと思われる。,"福岡県飯塚市のラーメン・ちゃんぽん専門店。とんかつラーメンが特徴。営業時間は10:30～21:00（水曜定休）。駐車場完備で車でのアクセスが便利。予算は1,000円以下。",福岡県飯塚市のラーメン・ちゃんぽん専門店。とんかつラーメンが特徴。,,,,,,,https://tabelog.com/fukuoka/A4007/A400702/40022336/,https://www.hotpepper.jp/strJ000648879/,
木下石油,平塚,paper,ENEOS 平塚 SS (木下石油店),〒820-0702 福岡県飯塚市平塚３９１,33.5738637,130.6581804,ガソリンスタンド,クルマ,0948-72-0136,http://eneos-ss.com/,https://www.google.com/maps/place/?q=place_id:ChIJD8RGPcF4QTURG1A6VZ1FL_g,"本日、車のタイヤの修理をして下さいました。本当にありがとうございます！！日曜日という事もあり、カーショップは休業していて本当に困っていた所をこちらの店は快く見てくださり助かりました！！ありがとうござい / スタッドレスタイヤ(ホイールついた状態)にチェンジ2,000円 ○ート○ックスの半値！ 室内清掃550円でやってもらいました！ 洗車もセルフ330円〜拭き上げしてくれても550円〜とめちゃ安い⭐️",福岡県飯塚市平塚にあるENEOS系列のガソリンスタンド。木下石油店が運営。営業時間は平日7:00-21:00、日曜7:30-20:00。定休日は1/1-1/2。電話番号0948-72-0136。レギュラーガソリンの現金給油価格は172円/L（2026年3月22日時点）。整備対応サービスあり。,福岡県飯塚市平塚にあるENEOS系列のガソリンスタンド。木下石油店が運営。,,,,,,,,,
松隈食料品店,勢田,paper,松隈栄商店,〒820-1111 福岡県飯塚市勢田３３８−６７,33.6930573,130.7360332,飲食店,グルメ・飲食,0948-92-0227,,https://www.google.com/maps/place/?q=place_id:ChIJX7vzV7_WQzURBJuptIBQUkk,ノスタルジック。最高です。m(__)m / 近所の商店です❗️,松隈栄商店（マツクマサカエショウテン）としてエキテンに掲載。福岡県飯塚市勢田338-67に所在するスーパーマーケット・食品・食材店。小竹駅から2.3km、駐車場なし。口コミ投稿可能。,松隈栄商店（マツクマサカエショウテン）としてエキテンに掲載。福岡県飯塚市勢田338-67に所在するスーパーマーケット・食品・食材店。,,,,,,,,,
焚炎 竹や,忠隈,paper,地鶏炭火焼料理 焚炎 竹や,〒820-0071 福岡県飯塚市忠隈５３７−１,33.6196763,130.6810116,飲食店,グルメ・飲食,0948-21-2740,https://japoncompany.business/iizuka/567039--,https://www.google.com/maps/place/?q=place_id:ChIJ4VXlT1p-QTURPXirYvXAUsU,唐揚げがサクサクで、めちゃめちゃ美味しかったです❗😲 地鶏焼きは、味もさることながら、香りが食欲をそそります。量は普通です。焼酎メニューが豊富のようです。 / 日曜日の夜に予約して伺いました！ ・串モノはあまりありませんが、鶏料理がバツグンに美味しいです！揚げも焼きも素晴らしい！玉子焼きも、とても美しくぷるんぷるんでした！ ・スタッフさんの接客が素晴らしい,竹や地鶏炭火焼は飯塚市の焼き鳥店。地鶏炭火焼きが特徴で、飯塚駅から徒歩約17分(1261m)。予算夜～3000円、禁煙。電話0948-21-2740。口コミあり。,竹や地鶏炭火焼は飯塚市の焼き鳥店。地鶏炭火焼きが特徴で、飯塚駅から徒歩約17分(1261m)。,,,,,,,https://tabelog.com/fukuoka/A4007/A400702/40008548/,,
とんかつ専門店うめーや,太郎丸,paper,とんかつ うめーや,〒820-0076 福岡県飯塚市太郎丸５２３−４,33.6049487,130.6726463,飲食店,グルメ・飲食,0948-24-6731,https://japoncompany.business/iizuka/542459-ume-ya,https://www.google.com/maps/place/?q=place_id:ChIJwfP29x5_QTURrxE5MBMGEWc,"とんかつ🎶 久しぶりに、こちらでとんかつをって事で🙄 駐車場は広くて停めやすい。 昼のピーク時は、待ちが発生してます。 地元で愛される人気店って感じかな。 お店に入ってすぐに、かなりの情報量 / 2025年11月の平日ランチに伺いました 駐車場は店の前に停められます この日は12時頃だったため店内はほぼ満席と賑わっていました。 ロースダブルカツ定食 1,400円(税込) を頼みました。 ロ",飯塚の人気とんかつ専門店。黒米入りごはん・自家製白菜漬け・千切りキャベツ・ごはんおかわり無料が特徴。ダブルロースカツ定食1400円など。ランチお得で味がチェーン店超えと評判。火水金土日11-13:45営業、月木休。駐車場有、子供OK、1989年オープン。,飯塚の人気とんかつ専門店。黒米入りごはん・自家製白菜漬け・千切りキャベツ・ごはんおかわり無料が特徴。,,,,,,,https://tabelog.com/fukuoka/A4007/A400702/40004445/,https://www.hotpepper.jp/strJ000569566/,
イオン穂波店ショッピングセンター同友店会,枝国,paper,イオン穂波ショッピングセンター,〒820-0081 福岡県飯塚市枝国長浦６６６−４８,33.6370555,130.6737438,ショッピングモール,ショッピング,0948-26-1717,https://tenpo.aeon-kyushu.info/aeon/detail/honami/,https://www.google.com/maps/place/?q=place_id:ChIJ-ffvGrV_QTURZ1z69bvoh44,なんかイオンにしては狭く店舗数も少ない｡ただ偶然にも自衛隊の方々のイベントがやっていて大人ながらにワクワクしてしまいました！ / 手芸コーナーのよし〇〇様。 商品に対して聞いても知識ゼロ。 他のスタッフに聞いてしばらく待たされる。 とても無愛想です。 だから何？といった威圧感。 買いたい商品があったから買い物したけど、 よし〇,イオン穂波ショッピングセンター同友店会は、イオン同友店会の加盟店舗群。福岡県飯塚市に位置し、商業を通じた地域奉仕を理念に、人材育成・収益拡大・地域貢献を目指す。全国450SCの特典利用可能。,イオン穂波ショッピングセンター同友店会は、イオン同友店会の加盟店舗群。福岡県飯塚市に位置し、商業を通じた地域奉仕を理念に、人材育成・収益拡大・地域貢献を目指す。,,,,,,,,,
たまや毛糸店,本町,paper,たまや衣料品店,〒820-0042 福岡県飯塚市本町８−２６,33.6391499,130.6849981,飲食店,グルメ・飲食,0948-22-2487,,https://www.google.com/maps/place/?q=place_id:ChIJUSGrUzd-QTURT0TZwZ5Zc2U,,たまや毛糸店は実態としてたまや衣料品店で、婦人服・レディース専門店。福岡県飯塚市本町8-26に所在、電話0948-22-2487、営業時間10:30～17:00（日曜）。飯塚本町商店街にあり、飲食店ではない。,たまや毛糸店は実態としてたまや衣料品店で、婦人服・レディース専門店。福岡県飯塚市本町8-26に所在、電話0948-22-2487、営業時間10:30～17:00（日曜）。,,,,,,,,,
庄内タクシー,赤坂,paper,有限会社 Shonai観光 庄内タクシー 本社営業所,〒820-0106 福岡県飯塚市赤坂７９５−２,33.6167728,130.7388826,タクシー,交通,0948-82-0018,https://subsaku.com/shonai_kankou_kyoujin/,https://www.google.com/maps/place/?q=place_id:ChIJ29nqYJR9QTURUDHb2ay21uk,トライアル上三緒店の敷地内、店舗と反対側の駐車場に平気でゴミ捨ててる ナンバー98のハイエース 飯塚市の乗合タクシーを名乗ってますがよく会社の車で堂々とあんな事ができるな / 筑穂地区の、飯塚市予約乗合タクシーでの利用が今んとこほとんど。 飯塚市予約乗合タクシーの車両はみんな自前だ。飯塚市が貸出すわけやない。 車両はたとえ1人で乗ってても、22年3月末まで必ずジャンボタ,有限会社Shonai観光が運営する庄内タクシー。福岡県飯塚市赤坂795-2に所在、電話0948-82-0018。タクシー・バス事業を展開、乗合タクシー、エリアワゴン、コミュニティバス、スクールバス等を提供。従業員35名、設立2003年。筑前庄内駅徒歩1分。,有限会社Shonai観光が運営する庄内タクシー。福岡県飯塚市赤坂795-2に所在、電話0948-82-0018。,,,,,,,,,
